timestamp,action,position,price,quantity,pnl,commission
2022-03-04 05:00:00,open,-5999,109.24966354064942,5999,0.0,327.694365790178
2022-03-07 05:00:00,adjust,-5743,106.57004362263679,256,685.9826990112342,13.64096558369751
2022-03-08 05:00:00,adjust,-4646,124.61748007135391,1097,-16858.494734182823,68.35268781913761
2022-03-09 05:00:00,adjust,-5269,96.07020740618705,623,0.0,29.925869607027266
2022-03-10 05:00:00,adjust,-5736,85.53464855675698,467,0.0,19.972340438002753
2022-03-11 05:00:00,adjust,-5158,93.77496198105813,578,7001.012401753175,27.100964012525797
2022-03-14 04:00:00,adjust,-5178,94.75271650686264,20,0.0,0.9475271650686263
2022-03-15 04:00:00,adjust,-5437,89.75882116713524,259,0.0,11.623767341144013
2022-03-16 04:00:00,adjust,-5083,96.04379836578369,354,3198.1672456967563,16.999752310743713
2022-03-17 04:00:00,adjust,-4554,107.7359598203659,529,-1405.9712824299713,28.49616137248678
2022-03-18 04:00:00,adjust,-4520,109.09031897091866,34,-136.41309505569157,1.8545354225056172
2022-03-21 04:00:00,adjust,-4616,106.4815344669342,96,0.0,5.111113654412843
2022-03-22 04:00:00,close,0,106.80587128400802,4616,-7840.350132300826,246.5079509234905
2022-04-26 04:00:00,open,-4080,162.99469571886064,4080,0.0,332.5091792664757
2022-04-27 04:00:00,adjust,-3349,180.58268220262528,731,-12856.818119631951,66.00297034505954
2022-04-28 04:00:00,adjust,-3092,193.91178712034224,257,-7945.692490180771,24.917664644963978
2022-04-29 04:00:00,adjust,-3246,178.39995816965103,154,0.0,13.73679677906313
2022-05-02 04:00:00,adjust,-3613,155.9285927455902,367,0.0,28.612896768815805
2022-05-03 04:00:00,adjust,-3559,158.36001071004867,54,246.97216950061846,4.275720289171314
2022-05-04 04:00:00,adjust,-3549,159.65316216802597,10,32.80407236478595,0.7982658108401299
2022-05-05 04:00:00,adjust,-3676,152.27015659332275,127,0.0,9.669154943675995
2022-05-06 04:00:00,adjust,-3683,152.51135962057114,7,0.0,0.5337897586719991
2022-05-09 04:00:00,adjust,-3561,157.73118368110656,122,587.414521395493,9.6216022045475
2022-05-10 04:00:00,adjust,-3455,163.37473523111342,106,-87.83991292431534,8.65886096724901
2022-05-11 04:00:00,adjust,-3543,158.38655500888825,88,0.0,6.969008420391083
2022-05-12 04:00:00,adjust,-3469,164.6054586482048,74,-160.0408606163091,6.090401969983578
2022-05-13 04:00:00,adjust,-3456,165.6921680887699,13,-42.24250905183305,1.0769990925770043
2022-05-16 04:00:00,adjust,-3576,159.42267527489662,120,0.0,9.565360516493799
2022-05-17 04:00:00,adjust,-3688,153.45804467053412,112,0.0,8.593650501549911
2022-05-18 04:00:00,adjust,3999,137.83438876919746,7687,89386.92060983472,529.7664732344105
2022-05-19 04:00:00,adjust,4192,144.51126202483178,193,0.0,13.945336785396266
2022-05-20 04:00:00,adjust,4316,139.67414610986708,124,0.0,8.659797058811758
2022-05-23 04:00:00,adjust,4157,146.41174943919182,159,1307.9231766207836,11.639734080415751
2022-05-24 04:00:00,adjust,4186,149.6645854950428,29,0.0,2.1701364896781206
2022-05-25 04:00:00,adjust,4232,153.27692808508874,46,0.0,3.5253693459570408
2022-05-26 04:00:00,adjust,4418,150.10261042184828,186,0.0,13.95954276923189
2022-05-27 04:00:00,adjust,4119,160.22298214187623,299,6369.592973235363,23.9533358302105
2022-05-31 04:00:00,adjust,4093,170.54434618062973,26,822.2331148541443,2.2170765003481865
