prediction,upper_threshold,lower_threshold,signal,signal_strength
-0.6204316720791908,2.527826858631998,-0.6190741261219611,-1,0.00043139137958477577
-0.7454354050303433,2.527826858631998,-0.6190741261219611,-1,0.040154195991731145
-0.6181690954838079,2.527826858631998,-0.6190741261219611,-1,0.0
0.21734715679782488,2.527826858631998,-0.6190741261219611,-1,0.0
0.5967820861702378,2.527826858631998,-0.6190741261219611,-1,0.0
1.2012280537169557,2.527826858631998,-0.6190741261219611,-1,0.0
2.5735609417593,2.527826858631998,-0.6190741261219611,1,0.014533054375995117
1.696283246737218,2.527826858631998,-0.6190741261219611,1,0.0
2.845398778059663,2.527826858631998,-0.6190741261219611,1,0.10091576473687307
1.266111736590012,2.527826858631998,-0.6190741261219611,1,0.0
3.017302794332453,2.527826858631998,-0.6190741261219611,1,0.15554221059761902
1.376572380364152,2.527826858631998,-0.6190741261219611,1,0.0
2.2227250984095335,2.527826858631998,-0.6190741261219611,1,0.0
1.0617272968515294,2.527826858631998,-0.6190741261219611,1,0.0
2.5284314403047983,2.527826858631998,-0.6190741261219611,1,0.00019211969989817352
2.254801450549315,2.527826858631998,-0.6190741261219611,1,0.0
2.858218520909803,2.527826858631998,-0.6190741261219611,1,0.10498953220278612
2.791791878326761,2.527826858631998,-0.6190741261219611,1,0.08388094222653182
2.909445994108631,2.527826858631998,-0.6190741261219611,1,0.12126823733110549
2.296828002524899,2.527826858631998,-0.6190741261219611,1,0.0
2.2517263499946596,2.527826858631998,-0.6190741261219611,1,0.0
1.6936634491480511,2.527826858631998,-0.6190741261219611,1,0.0
1.664361433147682,2.527826858631998,-0.6190741261219611,1,0.0
0.18434989800515297,2.527826858631998,-0.6190741261219611,1,0.0
1.0102133562741313,2.527826858631998,-0.6190741261219611,1,0.0
0.5576880302253289,2.527826858631998,-0.6190741261219611,1,0.0
-0.40104799651698847,2.527826858631998,-0.6190741261219611,1,0.0
-0.27968523581767873,2.527826858631998,-0.6190741261219611,1,0.0
-0.2506383700281242,2.527826858631998,-0.6190741261219611,1,0.0
-0.6793733089907954,2.527826858631998,-0.6190741261219611,-1,0.019161449044939934
-0.7156796223888684,2.527826858631998,-0.6190741261219611,-1,0.03069861324996865
-0.7870960195200762,2.527826858631998,-0.6190741261219611,-1,0.05339281223404998
-0.138949903581838,2.527826858631998,-0.6190741261219611,-1,0.0
-0.6072960284987888,2.527826858631998,-0.6190741261219611,-1,0.0
0.34892667455082294,2.527826858631998,-0.6190741261219611,-1,0.0
0.01745831297730443,2.527826858631998,-0.6190741261219611,-1,0.0
-0.026034630011379026,2.527826858631998,-0.6190741261219611,-1,0.0
-0.08574286587780879,2.527826858631998,-0.6190741261219611,-1,0.0
0.7582695033608942,2.527826858631998,-0.6190741261219611,-1,0.0
0.7800459388224524,2.527826858631998,-0.6190741261219611,-1,0.0
1.3500217172925257,2.527826858631998,-0.6190741261219611,-1,0.0
1.6350165789558484,2.527826858631998,-0.6190741261219611,-1,0.0
1.9076425202349876,2.527826858631998,-0.6190741261219611,-1,0.0
1.7714796633390801,2.527826858631998,-0.6190741261219611,-1,0.0
1.4072629289778047,2.527826858631998,-0.6190741261219611,-1,0.0
0.6708917082232716,2.527826858631998,-0.6190741261219611,-1,0.0
0.19886603184758908,2.527826858631998,-0.6190741261219611,-1,0.0
-0.04047540698630317,2.527826858631998,-0.6190741261219611,-1,0.0
0.14778073265097633,2.527826858631998,-0.6190741261219611,-1,0.0
-0.5595873935639686,2.527826858631998,-0.6190741261219611,-1,0.0
-0.2504529820180288,2.527826858631998,-0.6190741261219611,-1,0.0
0.3782054433262801,2.527826858631998,-0.6190741261219611,0,0.0
-0.49304497792611796,2.527826858631998,-0.6190741261219611,0,0.0
1.1431396810128247,2.527826858631998,-0.6190741261219611,0,0.0
0.1792317629466667,2.527826858631998,-0.6190741261219611,0,0.0
0.13742065981967866,2.527826858631998,-0.6190741261219611,0,0.0
0.2497520941868112,2.527826858631998,-0.6190741261219611,0,0.0
1.0204046054003615,2.527826858631998,-0.6190741261219611,0,0.0
0.051118770400166845,2.527826858631998,-0.6190741261219611,0,0.0
1.9759537730816148,2.527826858631998,-0.6190741261219611,0,0.0
2.0771587099557234,2.527826858631998,-0.6190741261219611,0,0.0
1.05235732140173,2.527826858631998,-0.6190741261219611,0,0.0
0.41429592615946065,2.527826858631998,-0.6190741261219611,0,0.0
0.3583706523947676,2.527826858631998,-0.6190741261219611,0,0.0
0.32268335498489786,2.527826858631998,-0.6190741261219611,0,0.0
-0.2246750064806165,2.527826858631998,-0.6190741261219611,0,0.0
-0.8429294405057418,2.527826858631998,-0.6190741261219611,-1,0.07113516296455157
-0.6556787724969136,2.527826858631998,-0.6190741261219611,-1,0.011631966354293944
-0.019137989521412112,2.527826858631998,-0.6190741261219611,-1,0.0
0.019615702778571234,2.527826858631998,-0.6190741261219611,-1,0.0
-0.8577085903304414,2.527826858631998,-0.6190741261219611,-1,0.07583157695924074
-0.3740994327957216,2.527826858631998,-0.6190741261219611,-1,0.0
0.05916134785198,2.527826858631998,-0.6190741261219611,-1,0.0
-0.8836262442535887,2.527826858631998,-0.6190741261219611,-1,0.08406750622702279
-0.6409952702923315,2.527826858631998,-0.6190741261219611,-1,0.00696594658572783
2.5254085319407977,2.527826858631998,-0.6190741261219611,-1,0.0
0.9900879507622931,2.527826858631998,-0.6190741261219611,-1,0.0
1.0873871287276629,2.527826858631998,-0.6190741261219611,-1,0.0
0.9681663220633304,2.527826858631998,-0.6190741261219611,-1,0.0
0.8709650821745198,2.527826858631998,-0.6190741261219611,-1,0.0
0.6919138061188715,2.527826858631998,-0.6190741261219611,-1,0.0
0.3286350164161164,2.527826858631998,-0.6190741261219611,-1,0.0
0.2715732956039647,2.527826858631998,-0.6190741261219611,-1,0.0
0.23337477185315847,2.527826858631998,-0.6190741261219611,-1,0.0
0.09282183307112457,2.527826858631998,-0.6190741261219611,-1,0.0
0.17592944932565488,2.527826858631998,-0.6190741261219611,-1,0.0
1.380119786854057,2.527826858631998,-0.6190741261219611,-1,0.0
1.1360605317444472,2.527826858631998,-0.6190741261219611,-1,0.0
1.034097079313536,2.527826858631998,-0.6190741261219611,-1,0.0
0.7870101258843973,2.527826858631998,-0.6190741261219611,-1,0.0
0.2065393488711788,2.527826858631998,-0.6190741261219611,-1,0.0
0.06920054924702874,2.527826858631998,-0.6190741261219611,-1,0.0
0.41430844618779616,2.527826858631998,-0.6190741261219611,-1,0.0
-1.0963223671559466,2.527826858631998,-0.6190741261219611,-1,0.1516565800278267
-1.2940241319317336,2.527826858631998,-0.6190741261219611,-1,0.2144808524576262
-1.0884322389076746,2.527826858631998,-0.6190741261219611,-1,0.14914931072177037
-1.4796297265551464,2.527826858631998,-0.6190741261219611,-1,0.2734612892500867
-1.9251868448571814,2.527826858631998,-0.6190741261219611,-1,0.41504728781205646
-1.9348372883398093,2.527826858631998,-0.6190741261219611,-1,0.4181139376778711
-0.7732726877680411,2.527826858631998,-0.6190741261219611,-1,0.049000131365155124
-0.7241639838347314,2.527826858631998,-0.6190741261219611,-1,0.03339471379045843
0.5460933906291146,2.527826858631998,-0.6190741261219611,-1,0.0
0.2871786141925325,2.527826858631998,-0.6190741261219611,-1,0.0
-0.15081871541766587,2.527826858631998,-0.6190741261219611,-1,0.0
0.41587222748251507,2.527826858631998,-0.6190741261219611,-1,0.0
-0.19579407084057884,2.527826858631998,-0.6190741261219611,-1,0.0
0.7148146224858718,2.527826858631998,-0.6190741261219611,-1,0.0
-0.6717552434796318,2.527826858631998,-0.6190741261219611,-1,0.016740633916637052
1.9030626429751694,2.527826858631998,-0.6190741261219611,-1,0.0
1.1987125856603604,2.527826858631998,-0.6190741261219611,-1,0.0
1.1254223679847672,2.527826858631998,-0.6190741261219611,-1,0.0
0.8668454812922306,2.527826858631998,-0.6190741261219611,-1,0.0
1.219401126512517,2.527826858631998,-0.6190741261219611,-1,0.0
0.9313620385155409,2.527826858631998,-0.6190741261219611,-1,0.0
1.2929697205997583,2.527826858631998,-0.6190741261219611,-1,0.0
0.6434941790376483,2.527826858631998,-0.6190741261219611,-1,0.0
