date,price
2020-11-25,2405.0
2020-11-26,2430.0
2020-11-27,2445.0
2020-11-30,2525.0
2020-12-01,2540.0
2020-12-02,2540.0
2020-12-03,2540.0
2020-12-04,2540.0
2020-12-07,2540.0
2020-12-08,2540.0
2020-12-09,2540.0
2020-12-10,2540.0
2020-12-11,2540.0
2020-12-14,2595.0
2020-12-15,2615.0
2020-12-16,2614.5
2020-12-17,2625.0
2020-12-18,2708.5
2020-12-21,2877.5
2020-12-22,2801.0
2020-12-23,2792.0
2020-12-24,2848.5
2020-12-25,2971.0
2020-12-28,2944.5
2020-12-29,2944.5
2020-12-30,2950.0
2020-12-31,3092.0
2021-01-04,3110.0
2021-01-05,3194.0
2021-01-06,3117.68
2021-01-07,3074.69
2021-01-08,3015.69
2021-01-11,3002.69
2021-01-12,2949.7
2021-01-13,2934.2
2021-01-14,2934.2
2021-01-15,3039.69
2021-01-18,3005.69
2021-01-19,2996.7
2021-01-20,3019.69
2021-01-21,3057.69
2021-01-22,3037.69
2021-01-25,3005.19
2021-01-26,2977.7
2021-01-27,2991.7
2021-01-28,2982.7
2021-01-29,2967.7
2021-02-01,2999.7
2021-02-02,3019.69
2021-02-03,3019.69
2021-02-04,2919.7
2021-02-05,2919.7
2021-02-08,2894.71
2021-02-09,3019.69
2021-02-10,3019.69
2021-02-11,3019.69
2021-02-12,3019.69
2021-02-15,3019.69
2021-02-16,3019.69
2021-02-17,3019.69
2021-02-18,3019.69
2021-02-19,2806.71
2021-02-22,2749.72
2021-02-23,2714.72
2021-02-24,2702.72
2021-02-25,2694.73
2021-02-26,2573.74
2021-03-01,2669.73
2021-03-02,2669.73
2021-03-03,2669.73
2021-03-04,2669.73
2021-03-05,2669.73
2021-03-08,2669.73
2021-03-09,2669.73
2021-03-10,2599.74
2021-03-11,2599.74
2021-03-12,2319.76
2021-03-15,2415.75
2021-03-16,2464.25
2021-03-17,2441.25
2021-03-18,2452.75
2021-03-19,2299.77
2021-03-22,2218.77
2021-03-23,2187.78
2021-03-24,2174.28
2021-03-25,2184.78
2021-03-26,2184.78
2021-03-29,2279.77
2021-03-30,2264.77
2021-03-31,2297.27
2021-04-01,2299.77
2021-04-02,2299.77
2021-04-05,2299.77
2021-04-06,2299.77
2021-04-07,2299.77
2021-04-08,2299.77
2021-04-09,2299.77
2021-04-12,2249.77
2021-04-13,2347.76
2021-04-14,2347.76
2021-04-15,2421.75
2021-04-16,2472.25
2021-04-19,2438.75
2021-04-20,2492.75
2021-04-21,2497.75
2021-04-22,2520.24
2021-04-23,2521.24
2021-04-26,2613.73
2021-04-27,2622.73
2021-04-28,2603.23
2021-04-29,2599.74
2021-04-30,2529.24
2021-05-06,2688.23
2021-05-07,2709.72
2021-05-10,2849.71
2021-05-11,2737.22
2021-05-12,2747.72
2021-05-13,2649.73
2021-05-14,2499.75
2021-05-17,2552.24
2021-05-18,2779.72
2021-05-19,2546.74
2021-05-20,2477.25
2021-05-21,2412.75
2021-05-24,2524.74
2021-05-25,2478.75
2021-05-26,2473.75
2021-05-27,2489.25
2021-05-28,2484.75
2021-05-31,2519.24
2021-06-01,2479.75
2021-06-02,2512.24
2021-06-03,2512.24
2021-06-04,2512.24
2021-06-07,2512.24
2021-06-08,2512.24
2021-06-09,2512.24
2021-06-10,2512.24
2021-06-11,2512.24
2021-06-14,2512.24
2021-06-15,2621.23
2021-06-16,2621.23
2021-06-17,2799.72
2021-06-18,2799.72
2021-06-21,2750.22
2021-06-22,2889.21
2021-06-23,2918.2
2021-06-24,2999.7
2021-06-25,2870.21
2021-06-28,2870.21
2021-06-29,2759.72
2021-06-30,2819.71
2021-07-01,2819.71
2021-07-02,2819.71
2021-07-05,2819.71
2021-07-06,2819.71
2021-07-07,2819.71
2021-07-08,2819.71
2021-07-09,2819.71
2021-07-12,2819.71
2021-07-13,2819.71
2021-07-14,2794.72
2021-07-15,2749.22
2021-07-16,2749.22
2021-07-19,2675.73
2021-07-20,2741.72
2021-07-21,2759.22
2021-07-22,2838.21
2021-07-23,2788.72
2021-07-26,2871.21
2021-07-27,2856.71
2021-07-28,2920.2
2021-07-29,2979.7
2021-07-30,3208.17
2021-08-02,3169.68
2021-08-03,3169.68
2021-08-04,3169.68
2021-08-05,3169.68
2021-08-06,3169.68
2021-08-09,3169.68
2021-08-10,3169.68
2021-08-11,3169.68
2021-08-12,3169.68
2021-08-13,3144.68
2021-08-16,3197.68
2021-08-17,3274.67
2021-08-18,3316.66
2021-08-19,3467.65
2021-08-20,3474.65
2021-08-23,3644.63
2021-08-24,3512.14
2021-08-25,3655.63
2021-08-26,3585.64
2021-08-27,3561.64
2021-08-30,3631.13
2021-08-31,3749.62
2021-09-01,3828.11
2021-09-02,3929.6
2021-09-03,3825.61
2021-09-06,4064.59
2021-09-07,4164.08
2021-09-08,4124.08
2021-09-09,4324.56
2021-09-10,4499.55
2021-09-13,4499.05
2021-09-14,3966.1
2021-09-15,4119.58
2021-09-16,4029.59
2021-09-17,3992.1
2021-09-22,4022.59
2021-09-23,4055.59
2021-09-24,3969.6
2021-09-27,3965.6
2021-09-28,4057.59
2021-09-29,3969.6
2021-09-30,4094.59
2021-10-08,4099.59
2021-10-11,4099.59
2021-10-12,3949.6
2021-10-13,3949.6
2021-10-14,3949.6
2021-10-15,3949.6
2021-10-18,4248.57
2021-10-19,4595.04
2021-10-20,4260.57
2021-10-21,4269.57
2021-10-22,4229.57
2021-10-25,4136.58
2021-10-26,4209.57
2021-10-27,4031.09
2021-10-28,3982.6
2021-10-29,4169.58
2021-11-01,4299.57
2021-11-02,4299.57
2021-11-03,4299.57
2021-11-04,4149.58
2021-11-05,4325.06
