timestamp,equity,available_capital,margin_used,unrealized_pnl,margin_usage_rate,position,leverage_ratio
2023-05-29 16:00:00,999909.4260528,984828.6110128,15095.909440000001,-15.094399999995176,0.015095909440000001,356,0.15095767283228853
2023-05-30 16:00:00,1009158.1366603,986667.0913003,13950.994960000002,8540.050400000004,0.013950994960000003,329,0.146706442351994
2023-05-31 16:00:00,1032829.8516175,993949.6219375,11745.97448,27134.255200000003,0.01174597448,277,0.13999789004312124
2023-06-01 16:00:00,1027666.9623595,1012160.8378794999,15521.647680000002,-15.523199999990084,0.015521647680000002,-308,0.1510528271178348
2023-06-04 16:00:00,1027048.2301871999,1011703.2066471999,15977.002140000002,-631.9786000000008,0.015977002140000002,-317,0.1561776704203692
2023-06-05 16:00:00,1013094.6197197,1011772.5154231699,15120.191299684546,-13798.087003154575,0.015120191299684546,-300,0.16286731445247604
2023-06-06 16:00:00,1017291.7255608999,1011287.7519043699,15602.543059684545,-9598.569403154579,0.015602543059684545,-309,0.16280875567790604
2023-06-07 16:00:00,1012345.0757400999,1011312.5447672341,15198.593724805982,-14166.06275194022,0.015198593724805982,-301,0.16412585390266304
2023-06-08 16:00:00,1008729.3536503,1010689.1051174342,15818.931684805983,-17778.68315194023,0.015818931684805984,-312,0.17444520610332462
2023-06-11 16:00:00,994373.3273148,1010109.9849802083,15261.212939508336,-30997.870604916694,0.015261212939508335,-301,0.18464895925539293
2023-06-12 16:00:00,992566.2184224001,1009934.0323237013,15109.107827154432,-32476.92172845573,0.015109107827154432,-298,0.18494282456213934
2023-06-13 16:00:00,1016395.92808,1008210.4287013013,16824.136307154433,-8638.636928455737,0.016824136307154434,-330,0.17402667121476098
2023-06-14 16:00:00,1003847.6617912,1007885.4714582249,15600.562757543203,-19638.372424568046,0.015600562757543202,-306,0.1749707716473557
2023-06-15 16:00:00,1020362.3025712001,1006317.828238225,17160.406757543202,-3115.932424568048,0.0171604067575432,-336,0.17123329582024438
2023-06-18 16:00:00,1018345.0400660001,1006459.7618560366,16956.116200905784,-5070.837990942238,0.016956116200905785,-332,0.17148608097377477
2023-06-19 16:00:00,1015687.7583592002,1006569.6762722483,16751.825644268367,-7633.7435573164275,0.016751825644268366,-328,0.17244669787391206
2023-06-20 16:00:00,995995.6397494003,1005462.724708047,15015.355912850306,-24482.44087149704,0.015015355912850305,-294,0.17533811698607404
2023-06-25 16:00:00,1013038.3141266002,1003900.708925247,16569.600472850307,-7431.9952714970295,0.016569600472850308,-323,0.1708997553061592
2023-06-26 16:00:00,1025951.1723218003,1002704.476560447,17759.881432850307,5486.814328502989,0.017759881432850306,-347,0.1677584710103682
2023-06-27 16:00:00,1057168.9933368003,1000664.530575447,19789.678432850305,36714.78432850298,0.019789678432850306,-397,0.1524656899851484
2023-06-28 16:00:00,1071277.1620188004,1055344.5143188003,15948.594700000007,-15.946999999990396,0.015948594700000006,431,0.14885970284242966
2023-06-29 16:00:00,1072133.5815538003,1054409.7708538002,16878.687700000006,845.1230000000328,0.016878687700000006,456,0.15821909034334988
2023-07-02 16:00:00,1120432.3006608004,1073205.3307305372,12066.781118859657,35160.18881140353,0.012066781118859657,326,0.139078460972695
2023-07-03 16:00:00,1126950.2092351003,1074357.3153462845,11807.678456798254,40785.21543201757,0.011807678456798254,319,0.14096629886410428
2023-07-04 16:00:00,1139702.1399076004,1079470.9461668108,10882.311806578957,49348.88193421055,0.010882311806578957,294,0.13878362991651796
2023-07-05 16:00:00,1139701.1714269004,1079308.7229461109,11043.727946578956,49348.72053421054,0.011043727946578956,297,0.1401999085426478
2023-07-06 16:00:00,1144852.0316899004,1128856.8457699004,16011.19872000001,-16.0128000000077,0.01601119872000001,-288,0.13986785677764596
2023-07-09 16:00:00,1157512.9734115005,1127004.6150115004,17854.214400000008,12654.144000000013,0.01785421440000001,-324,0.14331416045479273
2023-07-10 16:00:00,1155567.7301079002,1127356.0181079004,17633.79200000001,10577.920000000013,0.01763379200000001,-320,0.14344464256069378
2023-07-11 16:00:00,1144041.0815539004,1128392.6015539004,16531.680000000008,-883.199999999988,0.016531680000000007,-300,0.14527450340704365
2023-07-12 16:00:00,1150637.2514731006,1127751.0737131005,17170.016160000006,5716.161600000006,0.017170016160000006,-312,0.14425397733951284
2023-07-13 16:00:00,1136277.9680662004,1128318.2061169697,16014.341995384622,-8054.580046153841,0.016014341995384623,-291,0.14802539935386713
2023-07-16 16:00:00,1174090.4975222005,1125391.9387729696,18926.050795384625,29772.507953846176,0.018926050795384626,-356,0.13583961401321562
2023-07-17 16:00:00,1156991.4854046004,1128666.2937163853,16959.017426201393,11366.17426201385,0.016959017426201393,-319,0.13675467969815613
2023-07-18 16:00:00,1153799.9672781006,1129058.744111644,16693.202106041495,8048.021060414887,0.016693202106041496,-314,0.13770497877099017
2023-07-19 16:00:00,1156938.1818269005,1128759.6860204441,16990.772346041496,11187.72346041489,0.016990772346041495,-320,0.1371896981992314
2023-07-20 16:00:00,1166531.4719861003,1127635.806419644,18109.060506041496,20786.60506041486,0.018109060506041497,-344,0.13741935288472876
2023-07-23 16:00:00,1154140.2425837005,1129478.2281032759,16845.637680038602,7816.376800385915,0.016845637680038602,-320,0.13918585807248643
2023-07-24 16:00:00,1181646.0165693003,1127095.410408876,19216.6005600386,35334.00560038592,0.019216600560038603,-377,0.13272333490814273
2023-07-25 16:00:00,1184472.2807593006,1168248.4953193006,16240.023840000009,-16.23839999999609,0.01624002384000001,398,0.137093963816447
2023-07-26 16:00:00,1218680.1272389006,1176848.2448389006,13465.34640000001,28366.536000000004,0.01346534640000001,330,0.13376766910062432
2023-07-27 16:00:00,1235170.3360549007,1182141.3520549007,12241.22400000001,40787.76,0.012241224000000009,300,0.13212752544013986
2023-07-30 16:00:00,1239363.6394969008,1181019.6598969006,13357.33560000001,44986.644,0.01335733560000001,320,0.144073937873862
2023-07-31 16:00:00,1232960.0884010007,1180424.8414210007,13949.194780000009,38586.0522,0.013949194780000009,331,0.14443127695312952
2023-08-01 16:00:00,1237377.1704790005,1219512.0437590007,17883.011520000007,-17.88480000000436,0.017883011520000006,-324,0.1445379826514548
2023-08-02 16:00:00,1225060.9221250007,1219713.4667650007,17220.677760000006,-11873.222400000004,0.017220677760000008,-312,0.15026191487741958
2023-08-03 16:00:00,1201957.3832302005,1217480.3597902006,15068.093040000005,-30591.069600000003,0.015068093040000004,-273,0.15081399933901196
2023-08-06 16:00:00,1214507.9678482004,1216238.3040082005,16303.969440000004,-18034.30560000001,0.016303969440000003,-293,0.14909247596029948
2023-08-07 16:00:00,1205712.5241946005,1215730.182176307,15524.940183481232,-25542.598165187723,0.015524940183481233,-279,0.14994619063177317
2023-08-08 16:00:00,1185053.0938755006,1212309.6787481285,13799.946829761097,-41056.53170238909,0.013799946829761097,-248,0.15109533988424934
2023-08-09 16:00:00,1188027.3900175006,1212024.2872901284,14083.918429761097,-38080.8157023891,0.014083918429761097,-252,0.1506025883774989
2023-08-10 16:00:00,1176933.0558897003,1210068.7922027379,13301.478516996593,-46437.21483003416,0.013301478516996593,-238,0.15247426274754736
2023-08-13 16:00:00,1158367.0589233004,1209197.8921050264,13077.924256206734,-63908.75743793274,0.013077924256206734,-234,0.16807107772985366
2023-08-14 16:00:00,1156494.5548813003,1208972.1622801984,13022.035691009269,-65499.64308990739,0.013022035691009268,-233,0.16923555685922637
2023-08-15 16:00:00,1241147.1768009004,1225691.0998009003,15471.547000000008,-15.469999999996276,0.015471547000000007,325,0.12464275219861079
2023-08-16 16:00:00,1243096.8875768003,1225642.6539568002,15519.751820000009,1934.4818000000068,0.015519751820000009,326,0.12640366295687644
2023-08-17 16:00:00,1239182.3493653003,1225217.4964453003,15942.794120000008,-1977.9411999999977,0.015942794120000006,335,0.12705958899482767
2023-08-20 16:00:00,1248556.9714135004,1226466.4687996495,15086.166376238814,7004.336237611942,0.015086166376238814,317,0.1264387638004846
2023-08-21 16:00:00,1254896.3498653003,1226645.2195076884,14990.985515820905,13260.144841791047,0.014990985515820905,315,0.13002667512541138
2023-08-22 16:00:00,1268118.2865373006,1229797.623254554,13848.815190805979,24471.8480919403,0.013848815190805979,291,0.12850536241770905
2023-08-23 16:00:00,1297201.6559233004,1239511.810021569,11850.01712202986,45839.82877970149,0.01185001712202986,249,0.12668808989688565
2023-08-24 16:00:00,1315617.5275674004,1246532.4626124152,10755.43722722389,58329.627727761195,0.01075543722722389,226,0.12608831710134052
2023-08-27 16:00:00,1306572.1139163002,1245625.660941315,11657.727447223891,49288.72552776119,0.011657727447223891,239,0.12694745145205621
2023-08-28 16:00:00,1301789.2828804,1245151.454525415,12129.574627223892,44508.25372776119,0.012129574627223891,246,0.12736623521214915
2023-08-29 16:00:00,1297358.9210836003,1244755.8469686152,12523.213987223891,40079.8601277612,0.012523213987223891,252,0.1274219472448885
2023-08-30 16:00:00,1276683.8993652004,1242909.6783702152,14360.197667223892,19414.023327761217,0.014360197667223892,284,0.1276870493009708
2023-08-31 16:00:00,1294849.1818584,1248020.8136375686,12944.403531018721,33883.96468981293,0.01294440353101872,256,0.12613669783965692
2023-09-03 16:00:00,1298432.0083562,1248610.4100754564,12792.711302139596,37028.88697860418,0.012792711302139596,253,0.12704246270764102
2023-09-04 16:00:00,1303488.7830250002,1250342.5712511574,12388.198691795262,40758.01308204753,0.012388198691795261,245,0.12630718587230244
2023-09-05 16:00:00,1315242.7355290002,1254045.450142234,11680.301623692676,49516.98376307338,0.011680301623692676,231,0.12645574501736737
2023-09-06 16:00:00,1319398.5217135,1255457.8528935472,11427.481242227466,52513.187577725475,0.011427481242227467,226,0.12641214709214074
2023-09-07 16:00:00,1308996.2931945,1254414.558574547,12465.585042227467,42116.14957772549,0.012465585042227468,241,0.12740448606848714
2023-09-10 16:00:00,1337897.2939779,1267908.2881968606,10448.332690995638,59540.67309004377,0.010448332690995637,202,0.12259834946845287
2023-09-11 16:00:00,1342948.693496,1326458.2529560002,16506.949140000015,-16.50859999999932,0.016506949140000015,-197,0.12292800223830123
2023-09-12 16:00:00,1351971.2551828,1319852.4456028002,23079.891780000016,9038.917800000008,0.023079891780000018,-280,0.1640271560137688
2023-09-13 16:00:00,1344686.3467738004,1320734.6375359432,22255.6099307143,1696.0993071428652,0.0222556099307143,-270,0.16424648062344943
2023-09-14 16:00:00,1340904.8490490003,1320957.269913786,22008.325375928587,-2060.7462407142775,0.022008325375928586,-267,0.16566723593963398
2023-09-17 16:00:00,1340370.8490490003,1320957.269913786,22008.325375928587,-2594.7462407142775,0.022008325375928586,-267,0.16613163450845797
2023-09-18 16:00:00,1353714.7343586006,1319933.0763433862,23027.423455928587,10754.234559285705,0.02302742345592859,-280,0.1621611957293278
2023-09-19 16:00:00,1360430.6307006008,1319245.7250853863,23711.355055928587,17473.550559285697,0.023711355055928588,-289,0.16144887879133446
2023-09-20 16:00:00,1381222.1200766007,1316480.2416613863,26463.079855928587,38278.79855928569,0.026463079855928585,-329,0.1638780589377231
2023-09-21 16:00:00,1378588.4498158009,1316200.4776405864,26741.452015928586,35646.5201592857,0.026741452015928587,-333,0.16811978950713502
2023-09-24 16:00:00,1361261.2288808008,1319573.0384004223,24733.83549821623,16954.354982162142,0.02473383549821623,-308,0.16924304836729737
2023-09-25 16:00:00,1371111.2149820006,1318565.7271416222,25736.135258216233,26809.35258216214,0.025736135258216233,-322,0.16814974414969436
