时间,棕榈油港口库存:合计（万吨）
2019.03.19,76.3
2019.03.20,76.3
2019.03.21,76.3
2019.03.22,76.3
2019.03.23,77.7
2019.03.24,77.7
2019.03.25,77.7
2019.03.26,77.7
2019.03.27,77.7
2019.03.28,77.7
2019.03.29,77.7
2019.03.30,75.6
2019.03.31,75.6
2019.04.01,75.6
2019.04.02,75.6
2019.04.03,75.6
2019.04.04,75.6
2019.04.05,75.6
2019.04.06,73.8
2019.04.07,73.8
2019.04.08,73.8
2019.04.09,73.8
2019.04.10,73.8
2019.04.11,73.8
2019.04.12,73.8
2019.04.13,74.9
2019.04.14,74.9
2019.04.15,74.9
2019.04.16,74.9
2019.04.17,74.9
2019.04.18,74.9
2019.04.19,74.9
2019.04.20,74
2019.04.21,74
2019.04.22,74
2019.04.23,74
2019.04.24,74
2019.04.25,74
2019.04.26,74
2019.04.27,77
2019.04.28,77
2019.04.29,77
2019.04.30,77
2019.05.01,77
2019.05.02,77
2019.05.03,77
2019.05.04,77
2019.05.05,77
2019.05.06,77
2019.05.07,77
2019.05.08,77
2019.05.09,77
2019.05.10,77
2019.05.11,77.7
2019.05.12,77.7
2019.05.13,77.7
2019.05.14,77.7
2019.05.15,77.7
2019.05.16,77.7
2019.05.17,77.7
2019.05.18,77.7
2019.05.19,77.7
2019.05.20,77.7
2019.05.21,77.7
2019.05.22,77.7
2019.05.23,77.7
2019.05.24,77.7
2019.05.25,81.7
2019.05.26,81.7
2019.05.27,81.7
2019.05.28,81.7
2019.05.29,81.7
2019.05.30,81.7
2019.05.31,81.7
2019.06.01,75.2
2019.06.02,75.2
2019.06.03,75.2
2019.06.04,75.2
2019.06.05,75.2
2019.06.06,75.2
2019.06.07,75.2
2019.06.08,73.8
2019.06.09,73.8
2019.06.10,73.8
2019.06.11,73.8
2019.06.12,73.8
2019.06.13,73.8
2019.06.14,73.8
2019.06.15,73.5
2019.06.16,73.5
2019.06.17,73.5
2019.06.18,73.5
2019.06.19,73.5
2019.06.20,73.5
2019.06.21,73.5
2019.06.22,68.6
2019.06.23,68.6
2019.06.24,68.6
2019.06.25,68.6
2019.06.26,68.6
2019.06.27,68.6
2019.06.28,68.6
2019.06.29,70.4
2019.06.30,70.4
2019.07.01,70.4
2019.07.02,70.4
2019.07.03,70.4
2019.07.04,70.4
2019.07.05,70.4
2019.07.06,66.6
2019.07.07,66.6
2019.07.08,66.6
2019.07.09,66.6
2019.07.10,66.6
2019.07.11,66.6
2019.07.12,66.6
2019.07.13,70.6
2019.07.14,70.6
2019.07.15,70.6
2019.07.16,70.6
2019.07.17,70.6
2019.07.18,70.6
2019.07.19,70.6
2019.07.20,64.9
2019.07.21,64.9
2019.07.22,64.9
2019.07.23,64.9
2019.07.24,64.9
2019.07.25,64.9
2019.07.26,64.9
2019.07.27,66.3
2019.07.28,66.3
2019.07.29,66.3
2019.07.30,66.3
2019.07.31,66.3
2019.08.01,66.3
2019.08.02,66.3
2019.08.03,61.8
2019.08.04,61.8
2019.08.05,61.8
2019.08.06,61.8
2019.08.07,61.8
2019.08.08,61.8
2019.08.09,61.8
2019.08.10,61.8
2019.08.11,61.8
2019.08.12,61.8
2019.08.13,61.8
2019.08.14,61.8
2019.08.15,61.8
2019.08.16,61.8
2019.08.17,61.8
2019.08.18,61.8
2019.08.19,61.8
2019.08.20,61.8
2019.08.21,61.8
2019.08.22,61.8
2019.08.23,61.8
2019.08.24,61.8
2019.08.25,61.8
2019.08.26,61.8
2019.08.27,61.8
2019.08.28,61.8
2019.08.29,61.8
2019.08.30,61.8
2019.08.31,61.8
2019.09.01,61.8
2019.09.02,55.4
2019.09.03,55.4
2019.09.04,55.4
2019.09.05,55.4
2019.09.06,55.4
2019.09.07,57.8
2019.09.08,57.8
2019.09.09,57.8
2019.09.10,57.8
2019.09.11,57.8
2019.09.12,57.8
2019.09.13,57.8
2019.09.14,56.5
2019.09.15,56.5
2019.09.16,56.5
2019.09.17,56.5
2019.09.18,56.5
2019.09.19,56.5
2019.09.20,56.5
2019.09.21,58.6
2019.09.22,58.6
2019.09.23,58.6
2019.09.24,58.6
2019.09.25,58.6
2019.09.26,58.6
2019.09.27,58.6
2019.10.05,54.5
2019.10.06,54.5
2019.10.07,54.5
2019.10.08,54.5
2019.10.09,54.5
2019.10.10,54.5
2019.10.11,54.5
2019.10.12,0
2019.10.13,0
2019.10.14,0
2019.10.15,54.2
2019.10.16,54.2
2019.10.17,54.2
2019.10.18,54.2
2019.10.19,55.9
2019.10.20,55.9
2019.10.21,55.9
2019.10.22,55.9
2019.10.23,55.9
2019.10.24,55.9
2019.10.25,55.9
2019.10.26,56.8
2019.10.27,56.8
2019.10.28,56.8
2019.10.29,56.8
2019.10.30,56.8
2019.10.31,56.8
2019.11.01,56.8
2019.11.02,57.9
2019.11.03,57.9
2019.11.04,57.9
2019.11.05,57.9
2019.11.06,57.9
2019.11.07,57.9
2019.11.08,57.9
2019.11.09,54.5
2019.11.10,54.5
2019.11.11,54.5
2019.11.12,54.5
2019.11.13,54.5
2019.11.14,54.5
2019.11.15,54.5
2019.11.16,61.5
2019.11.17,61.5
2019.11.18,61.5
2019.11.19,61.5
2019.11.20,61.5
2019.11.21,61.5
2019.11.22,61.5
2019.11.23,0
2019.11.24,0
2019.11.25,65
2019.11.26,65
2019.11.27,65
2019.11.28,65
2019.11.29,65
2019.11.30,70.1
2019.12.01,70.1
2019.12.02,70.1
2019.12.03,70.1
2019.12.04,70.1
2019.12.05,70.1
2019.12.06,70.1
2019.12.07,0
2019.12.08,0
2019.12.09,0
2019.12.14,0
2019.12.15,0
2019.12.16,0
2019.12.21,0
2019.12.22,0
2019.12.23,74
2019.12.24,74
2019.12.30,74
2019.12.31,74
2020.01.07,78.6
2020.02.03,84.1
2020.02.10,87.4
2020.02.17,94.8
2020.02.24,94.3
2020.03.02,91.6
2020.03.09,91.2
2020.03.16,91.2
2020.03.23,83.5
2020.03.30,81.1
2020.04.13,67.1
2020.04.20,61.9
2020.04.27,60.4
2020.05.11,53.7
2020.05.25,46.4
2020.06.01,46.4
2020.06.08,41.1
2020.06.22,40.1
2020.06.29,41.5
2020.07.06,39.2
2020.07.13,36.8
2020.07.27,36.1
2020.08.03,30.4
2020.08.10,35.8
2020.08.24,35.2
2020.08.25,35.2
2020.09.01,36.6
2020.09.08,33.9
2020.09.15,35.4
2020.09.22,32.5
2020.09.29,30.7
2020.10.06,30.7
2020.10.13,35.4
2020.10.20,43.3
2020.10.27,39.4
2020.11.03,41.9
2020.11.10,38
2020.11.17,39.1
2020.11.24,43.6
2020.12.01,48.7
2020.12.08,48.5
2020.12.16,53.9
2020.12.22,57.3
2020.12.29,57.81
2021.01.05,58.31
2021.01.12,61.81
2021.01.19,61.31
2021.01.26,61.62
2021.02.02,60.54
2021.02.09,60.54
2021.02.10,62.2
2021.02.16,62.2
2021.02.17,62.2
2021.02.24,67.5
2021.03.02,67.4
2021.03.03,67.4
2021.03.09,59.85
2021.03.16,55.94
2021.03.23,49.5
2021.03.30,43.87
2021.04.06,41.82
2021.04.13,46.17
2021.04.20,42.09
2021.04.27,39.32
2021.05.04,39.71
2021.05.11,40.35
2021.05.18,43.69
2021.05.25,44.92
2021.06.01,38.86
2021.06.08,37.46
2021.06.15,35.66
2021.06.21,34.2
2021.06.22,34.2
2021.06.29,31.7
2021.07.06,32.2
2021.07.13,31.25
2021.07.14,31.25
2021.07.15,31.25
2021.07.16,31.4
2021.07.17,31.4
2021.07.20,31.4
2021.07.27,36.85
2021.08.03,34.95
2021.08.10,32.4
2021.08.17,40.6
2021.08.24,41.8
2021.08.31,44.6
2021.09.07,44.2
2021.09.14,39.1
2021.09.21,40.6
2021.09.28,41.1
2021.10.12,54.3
2021.10.19,50.9
2021.10.26,45.2
2021.11.02,51.7
2021.11.09,48.4
2021.11.16,48.1
2021.11.23,52.8
2021.11.30,55.45
2021.12.07,52.35
2021.12.14,59.1
2021.12.21,65
2021.12.28,61
2022.01.04,61.55
2022.01.11,54.8
2022.01.18,51.9
2022.01.25,46.2
2022.02.08,43.05
2022.02.15,41.4
2022.02.22,40.4
2022.03.01,39
2022.03.08,37.25
2022.03.15,33.65
2022.03.22,34
2022.03.29,36.2
2022.04.05,36.45
2022.04.06,36.45
2022.04.12,35.55
2022.04.19,35.3
2022.04.26,31.85
2022.05.10,32.35
2022.05.17,30.05
2022.05.24,29.8
2022.05.31,27.6
2022.06.07,25.6
2022.06.14,26.7
2022.06.21,25.8
2022.06.28,24
2022.07.05,25.65
2022.07.12,30.75
2022.07.19,37.3
2022.07.26,36.45
2022.08.02,32.55
2022.08.09,28.95
2022.08.16,31.35
2022.08.23,32.9
2022.08.30,36.35
2022.09.06,37.95
2022.09.13,37.05
2022.09.20,42.2
2022.09.27,52.5
2022.10.04,52.5
2022.10.11,59
2022.10.18,62.7
2022.10.25,72.4
2022.11.01,74.5
2022.11.08,81.5
2022.11.15,82.8
2022.11.22,91.4
2022.11.29,93.3
2022.12.06,96.75
2022.12.13,103.15
2022.12.20,104.05
2022.12.27,106.2
2023.01.03,102.5
2023.01.10,96.8
2023.01.17,96.2
2023.01.24,96.2
2023.01.31,99.45
2023.02.07,100.65
2023.02.14,99.7
2023.02.21,98.3
2023.02.28,100.6
2023.03.07,101.3
2023.03.14,103.6
2023.03.21,104
2023.03.28,99.2
2023.04.04,96.4
2023.04.11,93.2
2023.04.18,88.2
2023.04.25,85
2023.05.02,85
2023.05.09,79.5
2023.05.16,72.3
2023.05.23,65.5
2023.05.30,60.4
2023.06.06,57.8
2023.06.13,53.7
2023.06.20,53.4
2023.06.27,49.9
2023.07.04,54.9
2023.07.11,56
2023.07.18,64.55
2023.07.25,72.35
2023.08.01,68.15
2023.08.08,64.05
2023.08.15,63.85
2023.08.22,69.4
2023.08.29,66.8
2023.09.05,73.5
2023.09.12,74
2023.09.19,81.1
2023.09.26,79.1
2023.10.03,79.1
2023.10.10,91.4
2023.10.17,90.3
2023.10.24,94.1
2023.10.31,99
2023.11.07,105.5
2023.11.14,107.7
2023.11.21,106.2
2023.11.28,102
2023.12.05,104.1
2023.12.12,100.8
2023.12.19,102.6
2023.12.26,101
2024.01.02,99.4
2024.01.09,96.7
2024.01.16,93.5
2024.01.23,87.6
2024.01.30,80.3
2024.02.06,73.6
2024.02.13,73.6
2024.02.20,77.4
2024.02.27,72.5
2024.03.05,68.7
2024.03.12,65.7
2024.03.19,63
2024.03.26,63.3
2024.04.02,58.7
2024.04.09,60.4
2024.04.16,56.4
2024.04.23,55
2024.04.30,50.2
2024.05.07,49.7
2024.05.14,46
2024.05.21,44.7
2024.05.28,42.5
2024.06.04,43.4
2024.06.11,41.5
2024.06.18,41.9
2024.06.25,43.2
2024.07.02,45.5
2024.07.09,50.1
2024.07.15,56.4
2024.07.16,56.4
2024.07.23,55
2024.07.30,55.6
2024.08.06,63.5
2024.08.13,61.6
2024.08.20,60.7
2024.08.27,59.4
2024.08.28,59.4
2024.09.03,60.5
2024.09.10,57.3
2024.09.17,57.3
2024.09.24,50
2024.10.01,52.3
2024.10.08,54.1
2024.10.15,54.4
2024.10.22,53.8
2024.10.29,50.1
2024.11.05,50.7
2024.11.12,55.7
2024.11.19,53
2024.11.26,50.6
2024.12.03,47
2024.12.10,48.7
2024.12.17,52.8
2024.12.24,53.9
2024.12.31,52.8
2025.01.07,49.3
2025.01.14,49.9
2025.01.21,48.1
2025.01.28,46.4
2025.02.04,46.4
2025.02.11,44.8
2025.02.18,43.8
2025.02.25,40.3
2025.03.04,38.4
2025.03.11,39.8
2025.03.18,40
2025.03.25,36.7
2025.04.01,37
2025.04.08,35.7
2025.04.15,34.8
2025.04.22,36.4
2025.04.29,35.1
2025.05.06,33.2
2025.05.13,32.4
2025.05.20,33.8
2025.05.27,33.3
2025.06.03,36.3
2025.06.10,39.8
2025.06.17,40.9
2025.06.24,43.8
2025.07.01,54.3
2025.07.08,52.4
2025.07.15,54.5
2025.07.22,56.9
2025.07.29,58.7
2025.08.05,55.5
2025.08.12,56.5
2025.08.19,58.3
2025.08.26,53.4
2025.09.02,60.1
2025.09.09,64.5
2025.09.16,66.5
2025.09.23,61.6
2025.09.30,58.1
2025.10.14,59.8
2025.10.17,59.8
2025.10.21,62
2025.10.28,63.9
数据来源：,前瞻数据库 https://d.qianzhan.com
